title	type	url_slug	venue	date	location	talk_url	description
Violence Against Women (VAW) workshop 2024	talks	VAW	Sapienza University, Department of Statistical Science	2024-09-13	Rome, Italy		I had the privilege of assisting in the organization of this workshop, which addresses a truly important topic. This event provided an opportunity to explore the issue from various perspectives, including social, psychological, and legal viewpoints, as well as from a modeling standpoint, with the aim of studying the over/under-representation of the phenomenon within official statistics.

[More info](https://www.dss.uniroma1.it/it/progetti/vaw)
